STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,-2.119006,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,14.636281,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,2.109262,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,7.640801,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,13.746084,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,-1.664487,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,23.585442,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,26.592594,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,24.112941,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,11.90216,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,-10.85599,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,30.271141,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,53.064556,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,167.121264,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,33.683754,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,10.547283,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,26.073449,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,27.586084,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,29.230979,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,26.683031,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,22.755278,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,0.389394,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,37.746556,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,20.671125,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,-11.173989,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ETH,Ethiopia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,30.148697,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,1.662638,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,0.270636,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,-1.044561,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,1e-05,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,-91.313497,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,-6.781489,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,-3.986482,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,15.654826,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,2.567475,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,6.296762,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,7.396689,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,21.636881,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,-2.348508,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,-21.122515,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,-30.187368,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,9.201201,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,97.776832,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,-16.927135,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,1.123182,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,26.628204,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,113.717418,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,59.268839,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,432.544048,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,-206.030077,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,92.866254,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,-24.690991,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,76.053018,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,16.040002,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,9.041557,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,21.779562,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,8.276661,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,14.047011,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,FAO_FDI_23080,"FDI inflows to Agriculture, Forestry and Fishing",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_K_2015,"US dollars, 2015 constant prices",_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,13.111661,FAO_FDI,Foreign Direct Investment (FDI),6,Millions,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
